stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,7.24,0,20238.01706,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,BLBMIXMIXBLACKMIX,36,5.2,50,0.0052,0,
COMPANY STOCK,REGREPREGREG-126,REGREPREGREG-126-1,"22,YELLOW",SREP22919,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Sanjay Samanta,,1,0.72,0.72,0.6624,0,,0,0,0,0,150,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,0.72,0,2018.9952,0,
COMPANY STOCK,REGREPREGREG-17,REGREPREGREG-17-1,"18,YELLOW",SREP42953,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE,,1,1.72,1.5,1.14,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.5,0,3375,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,2,1.1,1500,0,0,
COMPANY STOCK,OPNNSPREGFDI-83,OPNNSPREGFDI-83-1,"18,YELLOW",CNSP24961,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,ASHOK DAS - JW,,1,1.7,1.664,1.26464,0,,0,0,0,0,1200,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,10,0.18,59500,10710,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.664,0,4231.48544,0,
COMPANY STOCK,OPNRNGLDSCDI-151,OPNRNGLDSCDI-151-1,"18,YELLOW",CRNG20984,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,PRASENJIT (3),,1,4.83,4.718,3.58568,0,,0,0,0,0,550,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEF01 CT,1,0.15,88000,8925,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,4.718,0,12496.0948,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,EMEMIXMIXMIXMIX,1,0.16,3500,560,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SAPMIXMIXBLUEMIX,1,0.25,3500,875,0,
COMPANY STOCK,OPNRNGLDSFDI-1856,OPNRNGLDSFDI-1856-1,"18,YELLOW",FRNG47309,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,INDIGO JEWELLERY (INDIA) MFG PRIVATE LIMITED,,1,2.42,2.276,1.72976,0,,0,0,0,0,750,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,SLTFMRVS1F0.50 to 0.69 (IX),1,0.55,315000,0.55,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVS1F0.000 TO 0.056(I),22,0.17,59500,10115,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,2.276,0,7510.8,0,
COMPANY STOCK,OPNERNSLTREG-1082,OPNERNSLTREG-1082-1,"18,YELLOW",FERN31899,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SUKUMAR MONDAL (14)-JW,,1,1.47,1.386,1.05336,0,,0,0,0,0,1200,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,1.386,0,4158,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAFMRNDVVSEF  0.18 TO 0.22(V),2,0.42,105000,33600,0,
COMPANY STOCK,ANCACSTKAREG-46,ANCACSTKAREG-46-1,"22,YELLOW",SACS36666,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,PRAKASH GOLD PALACE PVT LTD,PRAKASH GOLD PALACE PVT LTD,1,16.83,12.763,11.74196,0,,0,0,0,0,200,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,18,13.7,800,0,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,12.763,0,0,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,7,6.635,350,0,0,
COMPANY STOCK,FNIFNIREGREG-26,FNIFNIREGREG-26-1,"18,YELLOW",SFNI8500,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PMJ GEMS & JEWELLERS,,1,3.03,0.974,0.74024,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,1,10.28,350,1285,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,AG-18-YELLOW,0,0.974,0,2191.5,0,
COMPANY STOCK,FNIFNIREGREG-25,FNIFNIREGREG-25-1,"22,YELLOW",SFNI12111,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ROSENTIQUES FINE JEWELLERY,,1,0.015,0.001,0.00092,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFBELOW01CT,1,0.07,59500,2520,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,3200,AG-22-YELLOW,0,0.001,0,2.76,0,
COMPANY STOCK,FCYCHNREGREG-88,FCYCHNREGREG-88-1,"22,YELLOW",SCHN15185,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SADHANA GOLD,,1,10.155,10.155,9.3426,0,,0,0,0,0,0,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,10.155,0,33511.5,0,
COMPANY STOCK,OPNPNDSHKFDI-1652,OPNPNDSHKFDI-1652-1,"18,ROSE",SPND35554,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,FABJEWELS PVT LTD,,1,1.8504,1.738,1.32088,0,,0,0,0,0,1200,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVS-VSFGMIX,64,0.295,54000,10313.99945,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVS-VSFG0.085 TO 0.125(III),3,0.267,68000,12282,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-ROSE,0,1.738,0,4040.8493,0,
COMPANY STOCK,OPNPNDSHKFDI-1659,OPNPNDSHKFDI-1659-1,"18,ROSE",SPND34038,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,FABJEWELS PVT LTD,,1,4.4298,4.272,3.24672,0,,0,0,0,0,1200,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVS-VSFG0.085 TO 0.125(III),2,0.212,68000,9752,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVS-VSFGMIX,62,0.302,54000,10872,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPRIVVS-VSFG0.13 TO 0.175(IV),2,0.275,64000,11687.5,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-ROSE,0,4.272,0,9932.39829,0,
COMPANY STOCK,ORDORDREGREG-1168,ORDORDREGREG-1168-1,"22,YELLOW",CORD45887,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Singar Santosh R,,1,8.09,7.05,6.486,0,,0,0,0,0,150,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,BLBMIXMIXBLACKMIX,36,5.2,50,0.00052,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,7.05,0,19706.90875,0,
COMPANY STOCK,VCLPNDREGREG-1208,VCLPNDREGREG-1208-1,"22,YELLOW",CPND47704,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Kundan craft pvt. ltd. (Karigar),,1,21.07,13.53,12.4476,0,,0,0,0,0,350,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,POLMIXMIXMIXMIX,1,0.15,22000,8925,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,POLMIXMIXMIXMIX,12,1,18000,59500,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,RBPMIXMIXREDMIX,10,4.05,3000,14175,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,EMEMIXMIXGREENMIX,1,2.05,3400,7175,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,PRLMIXMIXMIXMIX,28,1.75,450,612.5,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,PATMIXMIXMIXMIX,1,28.7,100,10045,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,13.53,0,42564.36525,0,
COMPANY STOCK,MCNACSBCNREG-485,MCNACSBCNREG-485-1,"22,YELLOW",SACS37589,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE,,1,1.03,1.03,0.9476,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,1.03,0,3277.46,0,
COMPANY STOCK,MCNACSBCNREG-486,MCNACSBCNREG-486-1,"22,YELLOW",SACS37581,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE,,1,0.45,0.45,0.414,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,0.45,0,1431.9,0,
COMPANY STOCK,MCNACSBCNREG-487,MCNACSBCNREG-487-1,"22,YELLOW",SACS37582,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE,,1,0.38,0.38,0.3496,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,0.38,0,1209.16,0,
COMPANY STOCK,MCNACSBCNREG-675,MCNACSBCNREG-675-1,"22,YELLOW",SACS47278,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE,,1,0.82,0.82,0.7544,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,0.82,0,2609.24,0,
COMPANY STOCK,CBTCHNREGREG-669,CBTCHNREGREG-669-1,"22,YELLOW",SCHN37019,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,MACALUCKSHMI JEWELLERS,,1,37.948,37.948,34.91216,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,37.948,0,119381.5619,0,
COMPANY STOCK,ITLCHNREGREG-562,ITLCHNREGREG-562-1,"18,YELLOW",SCHN26165,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,BIMAL,,1,36.96,36.96,28.0896,0,,0,0,0,0,150,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,36.96,0,103488,0,
COMPANY STOCK,FNIFNIREGREG-3,FNIFNIREGREG-3-1,"18,YELLOW",SFNI26751,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,ASHOK DAS - JW,,1,1.51,0.68,0.5168,0,,0,0,0,0,550,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-18-YELLOW,0,0.68,0,1729.2128,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,SSPMIXMIXMIXMIX,1,4.1,350,2255,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,6,0.05,59500,2975,0,
COMPANY STOCK,FCYCHNREGREG-104,FCYCHNREGREG-104-1,"22,YELLOW",SCHN15182,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,SADHANA GOLD,,1,13.695,13.695,12.5994,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,13.695,0,45193.5,0,
COMPANY STOCK,FCYCHNREGREG-91,FCYCHNREGREG-91-1,"22,YELLOW",SCHN15230,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,SADHANA GOLD,,1,10.125,10.125,9.315,0,,0,0,0,0,0,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG-22-YELLOW,0,10.125,0,33412.5,0,
COMPANY STOCK,TMCACSKUMREG-33,TMCACSKUMREG-33-1,"22,YELLOW",SACS15510,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,VINATI JEWELLERS,,1,16.143,15.723,14.46516,0,,0,0,0,0,250,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,RUBMIXMIXREDMIX,4,1.35,1500,4725,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,EMEMIXMIXGREENMIX,4,0.75,1500,2625,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,15.723,0,48898.53,0,
COMPANY STOCK,TMCACSKUMREG-39,TMCACSKUMREG-39-1,"22,YELLOW",SACS15501,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,VINATI JEWELLERS,,1,21.559,21.049,19.36508,0,,0,0,0,0,250,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,21.049,0,65462.39,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,EMEMIXMIXGREENMIX,4,1.05,1500,3675,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,RUBMIXMIXREDMIX,14,1.5,1500,5250,0,
COMPANY STOCK,OPNERNREGCDI-1085,OPNERNREGCDI-1085-1,"18,YELLOW",SERN31512,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GOUR MANSHA GHOSH-130,,1,12.63,10.316,7.84016,0,,0,0,0,0,600,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,PRLMIXMIXMIXMIX,30,5.75,250,2012.5,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,2,1.09,1500,1635,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXGREENMIX,8,3.94,1500,5910,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,10.316,0,27009.3512,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFBELOW01CT,132,0.79,59500,47005,0,
COMPANY STOCK,OPNMATHNGPNT-3102,OPNMATHNGPNT-3102-1,"18,YELLOW",SMAT36938,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ARIHA DIAMOND JEWELLERY PVT LTD.,,1,12.12,9.896,7.52096,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,2,1.42,1500,355,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMX,2,1.57,1500,392.5,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,2,1.03,1500,360.5,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,90,0.46,59500,19320,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAMAQVVSEFMIX,8,0.38,59500,19380,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,9.896,0,22909.24,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,PRLMIXBMIXMIX,2,6.26,250,1095.5,0,
COMPANY STOCK,OPNPNDSHKCDI-1671,OPNPNDSHKCDI-1671-1,"18,YELLOW",SPND39493,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,MANGAL PATRA (48) - JW,,1,13.08,11.538,8.76888,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,11.538,0,26575.50139,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,0.4,1500,1.12326,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,189,1.36,59500,45560,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,PRLMIXMIXMIXMIX,11,5.95,250,5.95,0,
COMPANY STOCK,CLSPNDSHKCDI-1040,CLSPNDSHKCDI-1040-1,"22,YELLOW",SPND39591,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PAMENA CHANDRAKANTH (64) - JW,,1,10.62,10.452,9.61584,0,,0,0,0,0,500,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-22-YELLOW,0,10.452,0,29238.85547,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,0.15,1500,12.75,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,22,0.69,59500,28290,0,
COMPANY STOCK,OPNPNDSHKCDI-2054,OPNPNDSHKCDI-2054-1,"18,YELLOW",SPND39066,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,BUBAY GOSH - JW,,1,6.52,5.822,4.42472,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONEXMIXMIXREDMIX,1,1,1500,150,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,31,0.49,59500,16415,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,2,2,1500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,5.822,0,13486.54649,0,
COMPANY STOCK,OPNPNDSHKCDI-1661,OPNPNDSHKCDI-1661-1,"18,YELLOW",SPND39524,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,MANGAL PATRA (48) - JW,,1,5.01,3.89,2.9564,0,,0,0,0,0,550,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,61,0.5,59500,16750,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,PRLMIXMIXMIXMIX,1,2.8,250,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,2.3,1500,6.45876,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,3.89,0,8959.84576,0,
COMPANY STOCK,OPNPNDSHKCDI-2138,OPNPNDSHKCDI-2138-1,"18,YELLOW",SPND43421,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,P & T JEWELLERS & MAKERS (107) - JW,,1,5.87,5.166,3.92616,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVSEFMIX,4,0.12,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,74,0.65,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAMAQVVSEFMIX,9,0.34,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,1,2.41,1500,2.41,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,5.166,0,11766.26965,0,
COMPANY STOCK,OPNPNDSHKCDI-2139,OPNPNDSHKCDI-2139-1,"18,YELLOW",SPND43559,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SUPRIYA JEWELS-109,,1,7.78,6.998,5.31848,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,1,2.72,1500,2.72,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,99,0.88,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAMAQVVSEFMIX,11,0.31,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,6.998,0,15938.89954,0,
COMPANY STOCK,OPNPNDSHKCDI-1979,OPNPNDSHKCDI-1979-1,"18,YELLOW",SPND43660,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,MRINAL HARIDAS KAR - 104 - JW,,1,4.49,4.13,3.1388,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,35,0.21,59500,0.21,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVSEFMIX,7,0.41,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAMAQMIXEFMIX,5,0.26,59500,0.26,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,3,0.92,1500,46.25145,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,4.13,0,9404.65194,0,
COMPANY STOCK,OPNPNDSHKCDI-2198,OPNPNDSHKCDI-2198-1,"18,YELLOW",SPND43915,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,NABIN KUMAR HAMBHIR (134) - JW,,1,8.51,7.874,5.98424,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,7.874,0,17929.27345,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,45,0.36,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAMAQVVSEFMIX,4,0.16,59500,0.16,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAMIXEFMIX,22,0.81,59500,0.81,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,5,1.85,1500,93.00564,0,
COMPANY STOCK,OPNPNDSHKCDI-2113,OPNPNDSHKCDI-2113-1,"18,YELLOW",SPND43917,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PINTU GHOSH (117) - JW,,1,4.4,4.212,3.20112,0,,0,0,0,0,650,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIAPEAVVSEFMIX,8,0.28,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,DIARNDVVSEFMIX,64,0.22,59500,0,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,ONXMIXMIXMIXMIX,1,0.44,1500,0.44,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG-18-YELLOW,0,4.212,0,9593.36371,0,
COMPANY STOCK,OPNERNREGFDI-3318,OPNERNREGFDI-3318-1,"18,YELLOW",SERN34283,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PMJ GEMS & JEWELLERS,,1,6.16,6.046,4.59496,0,,0,0,0,0,550,10
