stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,48,0.37,,0.37,0,
COMPANY STOCK,SLVRNGREGREG-204,SLVRNGREGREG-204-1,"92,WHITE",SRNG51302,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,3.79,3.55,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,3.55,0,3.55,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1.2,,1.2,0,
COMPANY STOCK,SLVRNGREGREG-254,SLVRNGREGREG-254-1,"92,WHITE",SRNG51142,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,2.57,2.35,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,2,0.4,,0.4,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.35,0,2.35,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.7,,0.7,0,
COMPANY STOCK,SLVRNGREGREG-388,SLVRNGREGREG-388-1,"92,WHITE",SRNG51189,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,3.11,2.794,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,2.794,0,2.794,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,64,0.58,,0.58,0,
COMPANY STOCK,SLVRNGREGREG-200,SLVRNGREGREG-200-1,"92,WHITE",SRNG50949,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,3.52,3.262,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,64,0.29,,0.29,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,3.262,0,3.262,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-405,SLVRNGREGREG-405-1,"92,WHITE",SRNG51582,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,4.58,4.302,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.65,,0.65,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,4.302,0,4.302,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,45,0.74,,0.74,0,
COMPANY STOCK,SLVRNGREGREG-297,SLVRNGREGREG-297-1,"92,WHITE",SRNG51492,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,1.96,1.86,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,1.86,0,1.86,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-385,SLVRNGREGREG-385-1,"92,WHITE",SRNG50906,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,3.92,3.464,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1.9,,1.9,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,3.464,0,3.464,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,38,0.38,,0.38,0,
COMPANY STOCK,SLVRNGREGREG-143,SLVRNGREGREG-143-1,"92,WHITE",SRNG51370,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,KANTILAL CHHOTALAL,,1,3.06,2.824,0,0,,0,0,0,0,,10
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,12,0.68,,0.68,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,,AG92White,0,2.824,0,2.824,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-399,SLVRNGREGREG-399-1,"92,WHITE",SRNG50947,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,3.53,3.33,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,3.33,0,3.33,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-169,SLVRNGREGREG-169-1,"92,WHITE",SRNG51321,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,3.85,3.75,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,3.75,0,3.75,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-192,SLVRNGREGREG-192-1,"92,WHITE",SRNG50927,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,4.62,4.342,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.65,,0.65,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,4.342,0,4.342,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,45,0.74,,0.74,0,
COMPANY STOCK,SLVRNGREGREG-374,SLVRNGREGREG-374-1,"92,WHITE",SRNG51238,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,3.1,2.98,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,14,0.1,,0.1,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,2.98,0,2.98,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-212,SLVRNGREGREG-212-1,"92,WHITE",SRNG51325,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,2.72,2.582,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,12,0.19,,0.19,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,2.582,0,2.582,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-396,SLVRNGREGREG-396-1,"92,WHITE",SRNG51475,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KANTILAL CHHOTALAL,,1,4.62,4.52,0,0,,0,0,0,0,,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG92White,0,4.52,0,4.52,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-178,SLVRNGREGREG-178-1,"92,WHITE",SRNG51085,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KANTILAL CHHOTALAL,,1,6.01,5.81,0,0,,0,0,0,0,,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG92White,0,5.81,0,5.81,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-226,SLVRNGREGREG-226-1,"92,WHITE",SRNG51254,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,8.02,7.72,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,7.72,0,7.72,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1.5,,1.5,0,
COMPANY STOCK,SLVRNGREGREG-292,SLVRNGREGREG-292-1,"92,WHITE",SRNG51398,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,2.63,2.53,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,2.53,0,2.53,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-165,SLVRNGREGREG-165-1,"92,WHITE",SRNG51414,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,3.02,2.876,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,22,0.22,,0.22,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,2.876,0,2.876,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-272,SLVRNGREGREG-272-1,"92,WHITE",SRNG51014,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,2.57,2.412,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,26,0.29,,0.29,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.412,0,2.412,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-377,SLVRNGREGREG-377-1,"92,WHITE",SRNG51162,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,KANTILAL CHHOTALAL,,1,8.42,8.22,0,0,,0,0,0,0,,10
,,,,,,FG-VIJSHW,,,,0,0,0,0,,AG92White,0,8.22,0,8.22,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-159,SLVRNGREGREG-159-1,"92,WHITE",SRNG50961,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,KANTILAL CHHOTALAL,,1,2.31,2.142,0,0,,0,0,0,0,,10
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,,AG92White,0,2.142,0,2.142,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,56,0.34,,0.34,0,
COMPANY STOCK,SLVRNGREGREG-369,SLVRNGREGREG-369-1,"92,WHITE",SRNG51415,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,4.02,3.82,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,3.82,0,3.82,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-394,SLVRNGREGREG-394-1,"92,WHITE",SRNG51380,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,3.12,2.88,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,2,0.2,,0.2,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.88,0,2.88,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-375,SLVRNGREGREG-375-1,"92,WHITE",SRNG50880,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,KANTILAL CHHOTALAL,,1,2.5,2.276,0,0,,0,0,0,0,,10
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,48,0.37,,0.37,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,,AG92White,0,2.276,0,2.276,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.75,,0.75,0,
COMPANY STOCK,SLVRNGREGREG-231,SLVRNGREGREG-231-1,"92,WHITE",SRNG51445,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,3.29,3.19,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,3.19,0,3.19,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-343,SLVRNGREGREG-343-1,"92,WHITE",SRNG51150,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,3.94,3.74,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,3.74,0,3.74,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-201,SLVRNGREGREG-201-1,"92,WHITE",SRNG50951,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,KANTILAL CHHOTALAL,,1,2.1,2,0,0,,0,0,0,0,,10
,,,,,,FG-HIMSHW,,,,0,0,0,0,,AG92White,0,2,0,2,0,
,,,,,,FG-HIMSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-298,SLVRNGREGREG-298-1,"92,WHITE",SRNG51412,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,2.49,2.29,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.29,0,2.29,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,56,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-170,SLVRNGREGREG-170-1,"92,WHITE",SRNG51070,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KANTILAL CHHOTALAL,,1,7.8,7.5,0,0,,0,0,0,0,,10
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG92White,0,7.5,0,7.5,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1.5,,1.5,0,
COMPANY STOCK,SLVRNGREGREG-166,SLVRNGREGREG-166-1,"92,WHITE",SRNG51148,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,2.33,2.17,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.17,0,2.17,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.8,,0.8,0,
COMPANY STOCK,SLVRNGREGREG-245,SLVRNGREGREG-245-1,"92,WHITE",SRNG50938,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,2.14,2.04,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.04,0,2.04,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-291,SLVRNGREGREG-291-1,"92,WHITE",SRNG51484,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,3.35,2.932,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1.5,,1.5,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.932,0,2.932,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,83,0.59,,0.59,0,
COMPANY STOCK,SLVRNGREGREG-314,SLVRNGREGREG-314-1,"92,WHITE",SRNG50893,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,1.99,1.89,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,1.89,0,1.89,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-244,SLVRNGREGREG-244-1,"92,WHITE",SRNG50935,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,KANTILAL CHHOTALAL,,1,3.26,3.08,0,0,,0,0,0,0,,10
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.7,,0.7,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,,AG92White,0,3.08,0,3.08,0,
,,,,,,FG-BHSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,18,0.2,,0.2,0,
COMPANY STOCK,SLVRNGREGREG-389,SLVRNGREGREG-389-1,"92,WHITE",SRNG51531,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,3.08,2.764,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,64,0.58,,0.58,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,2.764,0,2.764,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,1,,1,0,
COMPANY STOCK,SLVRNGREGREG-362,SLVRNGREGREG-362-1,"92,WHITE",SRNG51136,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,2.7,2.476,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.75,,0.75,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,2.476,0,2.476,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,48,0.37,,0.37,0,
COMPANY STOCK,SLVRNGREGREG-114,SLVRNGREGREG-114-1,"92,WHITE",SRNG51182,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,KANTILAL CHHOTALAL,,1,3.14,3.02,0,0,,0,0,0,0,,10
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,14,0.1,,0.1,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,,AG92White,0,3.02,0,3.02,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-337,SLVRNGREGREG-337-1,"92,WHITE",SRNG51309,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,3.51,3.25,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.8,,0.8,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,,AG92White,0,3.25,0,3.25,0,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,24,0.5,,0.5,0,
COMPANY STOCK,SLVRNGREGREG-313,SLVRNGREGREG-313-1,"92,WHITE",SRNG51346,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,KANTILAL CHHOTALAL,,1,4.78,4.63,0,0,,0,0,0,0,,10
,,,,,,FG-VIJSHW,,,,0,0,0,0,,AG92White,0,4.63,0,4.63,0,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.75,,0.75,0,
COMPANY STOCK,SLVRNGREGREG-168,SLVRNGREGREG-168-1,"92,WHITE",SRNG51068,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,KANTILAL CHHOTALAL,,1,2.65,2.49,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,,AG92White,0,2.49,0,2.49,0,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.8,,0.8,0,
COMPANY STOCK,SLVRNGREGREG-196,SLVRNGREGREG-196-1,"92,WHITE",SRNG51379,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,KANTILAL CHHOTALAL,,1,4.47,4.276,0,0,,0,0,0,0,,10
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,0,CZSRNDMIXMIXMIX,1,0.5,,0.5,0,
