variant_name,product_type,category,sub_category,sub_sub_category,gold_diamond_uncut,display_in_ui
OPNACSCFLREG,Open setting,Accessories,Open setting,Regular,Diamond,NO
RESACSPYLREG,Payal,Accessories,Ruby Emerald Collection,Regular,Gold,No
PLGACSARTREG,Plain Gold,Accessories,Plain Gold,Regular,Gold,NO
SLVACSARTREG,Silver,Accessories,Silver,Regular,Gold,No
KUNACSTKAREG,Tika,Accessories,Kundan,Regular,Gold,Yes
KUNACSVNKREG,Vanki,Accessories,Kundan,Regular,Gold,Yes
OPNACSWCHREG,Watch,Accessories,Regular,Regular,Diamond,Yes
ANCBNGS01REG,Antique,Bangle,Antique,Regular,Gold,Yes
ANCBNGS02NKS,Antique,Bangle,Nakas,Nakas,Gold,Yes
ANCBNGS02REG,Antique,Bangle,Antique,Regular,Gold,Yes
ANCBNGS04REG,Antique,Bangle,Antique,Regular,Gold,Yes
CPIBNGS01REG,Chakri Polki,Bangle,Chakri Polki,Regular,Un-Cut,Yes
CPIBNGS02REG,Chakri Polki,Bangle,Chakri Polki,Regular,Un-Cut,Yes
CDIBNGCLSECLBR,Close Setting,Bangle,Close Setting,Broad,Diamond,Yes
CDIBNGCLSECLCR,Close Setting,Bangle,Close Setting,Colour Diamond,Diamond,Yes
CDIBNGCLSECLTO,Close Setting,Bangle,Close Setting,Close Thoda,Diamond,Yes
CLSBNGMNSFDI,Close Setting,Bangle,Close Setting,Minus Design,Diamond,Yes
CLSBNGMNSREG,Close Setting,Bangle,Close Setting,Minus Design,Diamond,Yes
CLSBNGNAVREG,Close Setting,Bangle,Close Setting,Navratan,Diamond,Yes
CLSBNGREG3LN,Close Setting,Bangle,Close Setting,3 Line,Diamond,Yes
CLSBNGREGBRD,Close Setting,Bangle,Close Setting,Broad,Diamond,Yes
CLSBNGREGCDI,Close Setting,Bangle,Close Setting,Colour Diamond,Diamond,Yes
CLSBNGREGFDI,Close Setting,Bangle,Close Setting,Full Diamond,Diamond,Yes
CLSBNGREGGRD,Close Setting,Bangle,Close Setting,Graduation,Diamond,Yes
CLSBNGREGREG,Close Setting,Bangle,Close Setting,Close Setting,Diamond,Yes
CLSBNGTODREG,Close Setting,Bangle,Close Setting,Close Setting,Diamond,Yes
FDIBNGCLSECLOT,Close Setting,Bangle,Close Setting,Full Diamond,Diamond,Yes
FDIBNGCLSECL,Close Setting,Bangle,Close Setting,Full Diamond,Diamond,Yes
CDIBNGOPENOP,Colour Diamond,Bangle,Open Setting,Regular,Diamond,Yes
CDIBNGOPENOPCR,Colour Diamond,Bangle,Open Setting,Regular,Diamond,Yes
LPHBNGFANCDI,Colour Diamond,Bangle,Luxury Special Product,Regular,Diamond,Yes
OPNBNGREGCDI,Colour Diamond,Bangle,Open Setting,Regular,Diamond,Yes
OPNBNGRGRCDI,Colour Diamond,Bangle,Open Setting,Regular,Diamond,Yes
FDIBNGOPENOPFD,Full Diamond,Bangle,Open Setting,Regular,Diamond,Yes
LCSBNGFDIC,Full Diamond,Bangle,Luxury Special Product,Regular,Diamond,Yes
LFSBNGFANFDI,Full Diamond,Bangle,Luxury Special Product,Regular,Diamond,Yes
LRGBNGFANFDI,Full Diamond,Bangle,Large,Regular,Diamond,Yes
OPNBNGREGFDI,Full Diamond,Bangle,Open Setting,Regular,Diamond,Yes
FDIBNGOPENOP,Full Diamond,Bangle,Open setting,Open setting,Diamond,Yes
KUNBNGS01REG,Kundan,Bangle,Kundan,Regular,Un-Cut,Yes
LBDBNGREGCDI,LB Diamond,Bangle,Colour Diamond,Colour Diamond,Un-Cut,Yes
LBDBNGREGFDI,LB Diamond,Bangle,Full Diamond,Regular,Un-Cut,Yes
SMPBNGREGREG,Misc,Bangle,Misc,Regular,Gold,NO
LSPBNGMUTCDI,Mutal Cut,Bangle,Lexury Special Product,Colour Diamond,Diamond,Yes
LSPBNGSPLMUT,Mutual Cut,Bangle,Luxury Special Product,Regular,Diamond,Yes
CDIBNGNAVTNAVT,Navaratan,Bangle,Colour Diamond,Regular,Diamond,Yes
OPNBNGNAVNAV,Navaratan,Bangle,Open Setting,Regular,Diamond,Yes
OPNBNGNAVREG,Navaratan,Bangle,Open Setting,Regular,Diamond,Yes
MCNBNGS01REG,Plain Gold,Bangle,Machine made,Single,Gold,Yes
MCNBNGS01ROD,Plain Gold,Bangle,Machine made,Single,Gold,Yes
MCNBNGS02BBY,Plain Gold,Bangle,Machine made,Set of 2,Gold,Yes
MCNBNGS02REG,Plain Gold,Bangle,Machine made,Set of 2,Gold,Yes
MCNBNGS02ROD,Plain Gold,Bangle,Machine made,Set of 2,Gold,Yes
MCNBNGS04REG,Plain Gold,Bangle,Machine made,Set of 4,Gold,Yes
MCNBNGS04ROD,Plain Gold,Bangle,Machine made,Set of 4,Gold,Yes
MCNBNGS06REG,Plain Gold,Bangle,Machine made,Set of 6,Gold,Yes
MCNBNGS06ROD,Plain Gold,Bangle,Machine made,Set of 6,Gold,Yes
MCNBNGS08REG,Plain Gold,Bangle,Machine made,Set of 8,Gold,Yes
MCNBNGS08ROD,Plain Gold,Bangle,Machine made,Set of 8,Gold,Yes
MCNBNGS12REG,Plain Gold,Bangle,Machine made,Set of 12,Gold,Yes
MCNBNGS12ROD,Plain Gold,Bangle,Machine made,Set of 12,Gold,Yes
PLGBNGS01REG,Plain Gold,Bangle,Single,Regular,Gold,Yes
PLTBNGREGREG,Platinum,Bangle,Platinum,Regular,Gold,Yes
LCSBNGREGFDI,Regular,Bangle,Close Setting,Full Diamond,Diamond,Yes
MCNBBGREGBBY,Regular,Bangle,Machine,Baby,Gold,Yes
CUSBNGREGREG,Regular,Bangle,Customer,Regular,Gold,Yes
HYDBNGREGREG,Regular,Bangle,Hyderabad,Regular,Gold,Yes
OLDBNGREGREG,Regular,Bangle,Old,Regular,Gold,Yes
PLTBNGREGFDI,Regular,Bangle,Platinum,Full Diamond,Gold,No
RESBNGS01REG,Ruby Emerald,Bangle,Single,Regular,Gold,Yes
RESBNGS02REG,Ruby Emerald,Bangle,Set of 2,Regular,Gold,Yes
RESBNGS04REG,Ruby Emerald,Bangle,Set of 4,Regular,Gold,Yes
MCNBNGS10REG,Set of 10,Bangle,Machine,Regular,Gold,Yes
PLGBNGS02REG,Set of 2,Bangle,Plain Gold,Regular,Gold,Yes
SLVBNGREGREG,Silver,Bangle,Silver,Regular,Gold,NO
OPNBNGREGSLT,Solitaire,Bangle,Open Setting,Regular,Diamond,Yes
TMCBNGS01LAX,Temple,Bangle,Single,Regular,Gold,Yes
TMCBNGS01NKS,Temple,Bangle,Single,Nakas,Gold,Yes
TMCBNGS01REG,Temple,Bangle,Single,Regular,Gold,Yes
TMCBNGS02NKS,Temple,Bangle,Set of 2,Nakas,Gold,Yes
TMCBNGS02REG,Temple,Bangle,Set of 2,Regular,Gold,Yes
TMCBNGS04REG,Temple,Bangle,Set of 4,Regular,Gold,Yes
UPCBNGS01REG,Uncut Polki,Bangle,Single,Regular,Un-Cut,Yes
UPCBNGS02REG,Uncut Polki,Bangle,Set of 2,Regular,Un-Cut,Yes
VCLBNGS01REG,Victorian Collection,Bangle,Single,Regular,Un-Cut,Yes
VCLBNGS02REG,Victorian Collection,Bangle,Set of 2,Regular,Un-Cut,Yes
ANCBLTREGREG,Antique,Belt,Regular,Regular,Gold,Yes
CPIBLTREGLAX,Chakri Polki,Belt,Regular,Regular,Un-Cut,Yes
CPIBLTREGREG,Chakri Polki,Belt,Regular,Regular,Un-Cut,Yes
CLSBLTREGPAT,Close Setting,Belt,Patti,Patti,Diamond,Yes
CLSBLTREGREG,Close Setting,Belt,Regular,Regular,Diamond,Yes
CDIBLTREGREG,Colour Diamond,Belt,Regular,Regular,Diamond,Yes
LRGBLTFANCDI,Colour Diamond,Belt,Regular,Regular,Diamond,Yes
KUNBLTREGREG,Kundan,Belt,Regular,Regular,Un-Cut,Yes
LBDBLTREGCDI,LB Diamond,Belt,Colour Diamond,Regular,Un-Cut,Yes
OPNBLTREGPAT,Open Setting,Belt,Patti,Regular,Diamond,Yes
OPNBLTREGREG,Open Setting,Belt,Regular,Regular,Diamond,Yes
OPNBLTRGRRGR,Open Setting,Belt,Regular,Regular,Diamond,Yes
PLGBLTREGREG,Plain Gold,Belt,Regular,Regular,Gold,Yes
CDIBLTREGRRE,Regular,Belt,Colour Diamond,Regular,Diamond,Yes
CUSBLTREGREG,Regular,Belt,Customer,Regular,Gold,Yes
SMPBLTREGREG,Regular,Belt,Sample,Regular,Gold,Yes
RESBLTREGDAS,Regular,Belt,Ruby Emerald Collection,Dashavataram,Gold,Yes
RESBLTREGGAJ,Regular,Belt,Ruby Emerald Collection,Gaja Lakshmi,Gold,Yes
VCLBLTREGKUN,Regular,Belt,Victorian Collection,Kundan,Gold,Yes
RESBLTREGBBY,Ruby Emerald,Belt,Baby,Regular,Gold,Yes
RESBLTREGLAX,Ruby Emerald,Belt,Regular,Regular,Gold,Yes
RESBLTREGREG,Ruby Emerald,Belt,Regular,Regular,Gold,Yes
RESBLTREGVIS,Ruby Emerald,Belt,Regular,Regular,Gold,Yes
TMCBLTREGAST,Temple,Belt,Asta Lakshmi,Regular,Gold,Yes
TMCBLTREGBBY,Temple,Belt,Baby,Regular,Gold,Yes
TMCBLTREGDAS,Temple,Belt,Dashavataram,Regular,Gold,Yes
TMCBLTREGGAJ,Temple,Belt,Gajalakshmi,Regular,Gold,Yes
TMCBLTREGKRI,Temple,Belt,Krishna,Regular,Gold,Yes
TMCBLTREGKUN,Temple,Belt,Kundan,Regular,Gold,Yes
TMCBLTREGLAX,Temple,Belt,Regular,Regular,Gold,Yes
TMCBLTREGREG,Temple,Belt,Regular,Regular,Gold,Yes
TMCBLTREGVIS,Temple,Belt,Regular,Regular,Gold,Yes
UPCBLTREGAST,Uncut Polki,Belt,Asta Lakshmi,Regular,Un-Cut,Yes
UPCBLTREGBBY,Uncut Polki,Belt,Baby,Regular,Un-Cut,Yes
UPCBLTREGLAX,Uncut Polki,Belt,Regular,Regular,Un-Cut,Yes
UPCBLTREGREG,Uncut Polki,Belt,Regular,Regular,Un-Cut,Yes
VCLBLTREGREG,Victorian Collection,Belt,Regular,Regular,Un-Cut,Yes
CDIBLMBABYBA,Baby,Belt Moguppu,Colour Diamond,Regular,Un-Cut,Yes
CDIBLMREGRREGR,Colour Diamond,Belt Moguppu,Regular,Regular,Diamond,Yes
LBDBLMCDIM,Colour Diamond,Belt Moguppu,Regular,Regular,Un-Cut,Yes
OPNBLMREGREG,Open Setting,Belt Moguppu,Regular,Regular,Diamond,Yes
OPNBLMRGRRGR,Open Setting,Belt Moguppu,Regular,Regular,Diamond,Yes
CDIBLMREGRRE,Regular,Belt Moguppu,Colour Diamond,Regular,Diamond,Yes
CUSBLMREGREG,Regular,Belt Moguppu,Customer,Regular,Gold,Yes
CPIBRCOVLREG,Chakri Polki,Bracelets,Regular,Regular,Un-Cut,Yes
CSTBRCLSEREG,Close Setting,Bracelets,Regular,Regular,Gold,Yes
HOLBRCLSEREG,Close Setting,Bracelets,Regular,Hollow,Gold,Yes
CRTBRCLSEREG,Close Setting,Bracelets,Regular,Regular,Gold,Yes
CSTBRCLSEWCH,Close Setting,Bracelets,Watch,Regular,Gold,Yes
INTBRCLSEREG,Close Setting,Bracelets,Regular,Regular,Gold,Yes
NWBBRCLSEREG,Close Setting,Bracelets,Regular,Regular,Gold,Yes
CSTBRCLSEROD,Close Setting,Bracelets,Rhodium,Regular,Gold,Yes
RJTBRCLSEREG,Close Setting,Bracelets,Regular,Regular,Gold,Yes
RJTBRCOVLREG,Close Setting,Bracelets,Regular,Regular,Gold,Yes
RJTBRCLSEROD,Close Setting,Bracelets,Regular,Regular,Gold,Yes
LSPBRCCDIG,Colour Diamond,Bracelets,Lexury Special Product,,Diamond,Yes
CDIBRCLADSLADC,Colour Diamond,Bracelets,Colour Diamond,Regular,Diamond,Yes
LPHBRCLDSCDI,Colour Diamond,Bracelets,Luxury Special Product,Regular,Diamond,Yes
LRGBRCLDSCDI,Colour Diamond,Bracelets,Large,Regular,Diamond,Yes
LSPBRCLDSCDI,Colour Diamond,Bracelets,Luxury Special Product,Regular,Diamond,Yes
OPNBRCLDSCDI,Colour Diamond,Bracelets,Open Setting,Regular,Diamond,Yes
FDIBRCLADSLADF,Full Diamond,Bracelets,Regular,Regular,Diamond,Yes
LCSBRCLDSFDI,Full Diamond,Bracelets,Luxury Special Product,Regular,Diamond,Yes
LFSBRCLDSFDI,Full Diamond,Bracelets,Luxury Special Product,Regular,Diamond,Yes
LRGBRCFDIH,Full Diamond,Bracelets,Large,Regular,Diamond,Yes
LRGBRCLDSFDI,Full Diamond,Bracelets,Large,Regular,Diamond,Yes
OPNBRCLDSFDI,Full Diamond,Bracelets,Open Setting,Regular,Diamond,Yes
OPNBRCGNTFDI,Gents,Bracelets,Open Setting,Full Diamond,Diamond,Yes
CSTBRCOVLTGN,Gents,Bracelets,Regular,Regular,Gold,Yes
CSTBRCOVLREG,Gents,Bracelets,Regular,Regular,Gold,Yes
FDIBRCGENTGENF,Gents,Bracelets,Reglar,Regular,Diamond,Yes
ITLBRCOVLREG,Italian,Bracelets,Regular,Regular,Gold,Yes
SLNBRCLDSCDI,Ladies,Bracelets,Misc,Colour Diamond,Diamond,Yes
SLNBRCLDSFDI,Ladies,Bracelets,Misc,Full Diamond,Diamond,Yes
RJTBRCLSEBBY,Ladies,Bracelets,Rajkot,Baby,Gold,Yes
RESBRCLSEREG,Ladies,Bracelets,Ruby Emerald Collection,Regular,Gold,Yes
UPCBRCLSEREG,Ladies,Bracelets,Uncut Polki,Regular,Un-Cut,Yes
HOLBRCLSEREG,Ladies,Bracelets,Ladies,Regular,Gold,Yes
LBDBRCLDSCDI,LB Diamond,Bracelets,Colour Diamond,Regular,Un-Cut,Yes
OPNBRCLDSPLN,Plain Gold,Bracelets,Open Setting,Regular,Diamond,Yes
PLGBRCBNGREG,Plain Gold,Bracelets,Regular,Regular,Gold,Yes
PLGBRCLSEREG,Plain Gold,Bracelets,Regular,Regular,Gold,Yes
PLNBRCOVLREG,Plain Gold,Bracelets,Regular,Regular,Gold,Yes
RJTBRCROUROD,Regualr,Bracelets,Rhodium,Regular,Gold,Yes
CUSBRCREGREG,Regular,Bracelets,Customer,Regular,Gold,Yes
HYDBRCREGREG,Regular,Bracelets,Hyderabad,Regular,Gold,Yes
NEWBRCREGREG,Regular,Bracelets,New,Regular,Gold,Yes
OLDBRCREGREG,Regular,Bracelets,Old,Regular,Gold,Yes
SMPBRCREGREG,Regular,Bracelets,Sample,Regular,Gold,Yes
SDKBRCREGROD,Regular,Bracelets,Sardar Kada,Rhodium,Gold,Yes
SDKBRCREGREG,Sardar Kada,Bracelets,Regular,Regular,Gold,Yes
SDKBRCROUBBY,Sardar Kada,Bracelets,Baby,Regular,Gold,Yes
SDKBRCROUREG,Sardar Kada,Bracelets,Regular,Regular,Gold,Yes
SDKBRCROUROD,Sardar Kada,Bracelets,Rhodium,Regular,Gold,Yes
SLVBRCREGREG,Silver,Bracelets,Regular,Regular,Gold,NO
TMCBRCOVLREG,Temple,Bracelets,Regular,Regular,Gold,Yes
UPCBRCOVLREG,Uncut Polki,Bracelets,Regular,Regular,Un-Cut,Yes
VCLBRCLSEREG,Victorian Collection,Bracelets,Regular,Regular,Un-Cut,Yes
VCLBRCOVLREG,Victorian Collection,Bracelets,Regular,Regular,Un-Cut,Yes
OPNCHNREGFDI,Regular,Chain,Open setting,Full Diamond,Diamond,Yes
BKCHN0REGREG,Regular,Chain,Back,Regular,Gold,Yes
CUSCHNREGREG,Regular,Chain,Customer,Regular,Gold,Yes
HYDCHNREGREG,Regular,Chain,Hyderabad,Regular,Gold,Yes
OLDCHNREGREG,Regular,Chain,Old,Regular,Gold,Yes
SMPCHNREGREG,Regular,Chain,Sample,Regular,Gold,Yes
MCNCHNREG3LN,Regular,Chain,Machine,3 Line,Gold,Yes
MCNCHNREGRGR,Regular,Chain,Machine,Regular,Gold,Yes
ITLCHNREG5LN,Chains,Chains,Regular,Regular,Gold,Yes
ITLCHNREG12B,Italian,Chains,12 Balls,Regular,Gold,Yes
ITLCHNREG13B,Italian,Chains,12 Balls,Regular,Gold,Yes
ITLCHNREG14B,Italian,Chains,14 Balls,Regular,Gold,Yes
ITLCHNREG1LN,Italian,Chains,1 Line,Regular,Gold,Yes
ITLCHNREG22B,Italian,Chains,22 Balls,Regular,Gold,Yes
ITLCHNREG23B,Italian,Chains,23 Balls,Regular,Gold,Yes
ITLCHNREG24B,Italian,Chains,24 Balls,Regular,Gold,Yes
ITLCHNREG2LN,Italian,Chains,2 Line,Regular,Gold,Yes
ITLCHNREG32B,Italian,Chains,32 Balls,Regular,Gold,Yes
ITLCHNREG33B,Italian,Chains,33 Balls,Regular,Gold,Yes
ITLCHNREG34B,Italian,Chains,34 Balls,Regular,Gold,Yes
ITLCHNREG3LN,Italian,Chains,3 Line,Regular,Gold,Yes
ITLCHNREG3RE,Italian,Chains,3 Balls,Regular,Gold,Yes
ITLCHNREG66B,Italian,Chains,66 Balls,Regular,Gold,Yes
ANCCKRREGREG,Antique,Chokers,Regular,Regular,Gold,Yes
CDICKRBAJUBA,Baju Bandh Choker,Chokers,Colour Diamond,Baju Bandh,Diamond,Yes
ANCACSVNKBJU,Baju Bandh Choker,Chokers,Antique,Regular,Gold,Yes
CDICKRBAJUBAJU,Baju Bandh Choker,Chokers,Colour Diamond,Regular,Diamond,Yes
KUNACSBJUREG,Baju Bandh Choker,Chokers,Kundan,Regular,Un-Cut,Yes
KUNACSVNKBJU,Baju Bandh Choker,Chokers,Kundan,Regular,Un-Cut,Yes
RESACSVNKBJU,Baju Bandh Choker,Chokers,Ruby Emerald,Regular,Gold,Yes
TMCACSVNKBJU,Baju Bandh Choker,Chokers,Temple,Regular,Gold,Yes
UPCACSBJUREG,Baju Bandh Choker,Chokers,Uncut Polki,Regular,Un-Cut,Yes
UPCACSVNKBJU,Baju Bandh Choker,Chokers,Uncut Polki,Regular,Un-Cut,Yes
VCLACSVNKBJU,Baju Bandh Choker,Chokers,Victorian Collection,Regular,Un-Cut,Yes
CLSCKRREGREG,Close Setting,Chokers,Regular,Regular,Diamond,Yes
CDICKRREGREG,Colour Diamond,Chokers,Regular,Regular,Diamond,Yes
CDICKRREGRRE,Colour Diamond,Chokers,Regular,Regular,Diamond,Yes
CDICKRREGRREGR,Colour Diamond,Chokers,Regular,Regular,Diamond,Yes
LBDCKRCDIM,Colour Diamond,Chokers,LB Diamond,Regular,Un-Cut,Yes
LCSCKRREGCDI,Colour Diamond,Chokers,Luxury Special Product,Regular,Diamond,Yes
LPHCKRFANCDI,Colour Diamond,Chokers,Luxury Special Product,Regular,Diamond,Yes
LRGCKRFANCDI,Colour Diamond,Chokers,Large,Regular,Diamond,Yes
LSPCKRCDIM,Colour Diamond,Chokers,Luxury Special Product,Regular,Diamond,Yes
LSPCKRSPLCDI,Colour Diamond,Chokers,Luxury Special Product,Regular,Diamond,Yes
OPNCKRFANREG,Fancy,Chokers,Open setting,Regular,Diamond,Yes
LRGCKRFANCDI,Fancy,Chokers,Fancy,Colour Diamond,Diamond,Yes
LFSCKRFANFDI,Full Diamond,Chokers,Luxury Special Product,Regular,Diamond,Yes
LRGCKRFANFDI,Full Diamond,Chokers,Large,Regular,Diamond,Yes
LRGCKRFDIM,Full Diamond,Chokers,Large,Regular,Diamond,Yes
KUNCKRREGREG,Kundan,Chokers,Regular,Regular,Un-Cut,Yes
LBDCKRREGCDI,LB Diamond,Chokers,Colour Diamond,Regular,Un-Cut,Yes
OPNBAJREGREG,Open Setting,Chokers,Regular,Regular,Diamond,Yes
OPNCKRREGFAN,Open Setting,Chokers,Regular,Regular,Diamond,Yes
OPNCKRREGREG,Open Setting,Chokers,Regular,Regular,Diamond,Yes
OPNCKRRGRRGR,Open Setting,Chokers,Regular,Regular,Diamond,Yes
OPNCKROPNREG,Open Setting,Chokers,Regular,Regular,Diamond,Yes
LSPCKRREGCDI,Regular,Chokers,Lexury Special Product,Colour Diamond,Diamond,Yes
RESCKRREGREG,Ruby Emerald,Chokers,Regular,Regular,Gold,Yes
SLVCKRREGREG,Silver,Chokers,Regular,Regular,Gold,NO
TMCCKRREGKUN,Temple,Chokers,Kundan,Regular,Gold,Yes
TMCCKRREGREG,Temple,Chokers,Regular,Regular,Gold,Yes
TMCCKRREGKRI,Uncut Polki,Chokers,Regular,Regular,Gold,Yes
UPCCKRREGREG,Uncut Polki,Chokers,Regular,Regular,Un-Cut,Yes
VCLCKRREGREG,Victorian Collection,Chokers,Victorian Collection,Regular,Un-Cut,Yes
KSUCOINREGRE,Regular,Coins,Kasu,Regular,Gold,No
GOLDCOINREGR,Regular,Coins,Gold,Regular,Gold,No
REGCONREGREG,Regular,Coins,Regular,Regular,Gold,NO
CDIERNBALIRBAL,Bali,Earrings,Round Bali,Colour Diamond,Diamond,Yes
CLSERNBALJBL,Bali,Earrings,J Bali,Close Setting,Diamond,Yes
FDIERNBALIJBAL,Bali,Earrings,J Bali,Full Diamond,Diamond,Yes
OPNERNBALJBL,Bali,Earrings,J Bali,Open Setting,Diamond,Yes
OPNERNBALRBL,Bali,Earrings,Round Bali,Open Setting,Diamond,Yes
CSTERNBLIREG,Bali,Earrings,Regular,Regular,Gold,Yes
OPNERNCHBCDI,Chandbali,Earrings,Open setting,Colour Diamond,Diamond,Yes
CDIERNCHNDCH,Chandbali,Earrings,Chandbali,Colour Diamond,Diamond,Yes
CDIERNJHUCJU,Chandbali Jhumka,Earrings,Jhumki,Colour Diamond,Diamond,Yes
ANCERNCHBREG,Chandbalis,Earrings,Antique,Regular,Gold,Yes
ANCMATCHBREG,Chandbalis,Earrings,Antique,Regular,Gold,Yes
CDIERNCHNDCHND,Chandbalis,Earrings,Colour Diamond,Regular,Diamond,Yes
CLSERNCHBREG,Chandbalis,Earrings,Close Setting,Regular,Diamond,Yes
CPIERNCHBREG,Chandbalis,Earrings,Chakri Polki,Regular,Un-Cut,Yes
CPIMATCHBREG,Chandbalis,Earrings,Chakri Polki,Regular,Un-Cut,Yes
GTPERNCHBREG,Chandbalis,Earrings,Gutta Pusulu,Regular,Gold,Yes
GTPMATCHBREG,Chandbalis,Earrings,Gutta Pusulu,Regular,Gold,Yes
KUNERNCHBREG,Chandbalis,Earrings,Kundan,Regular,Un-Cut,Yes
OPNERNCHBREG,Chandbalis,Earrings,Open Setting,Regular,Diamond,Yes
OPNMATCHBCKT,Chandbalis,Earrings,Open Setting,Choker Tops,Diamond,Yes
OPNMATCHBNET,Chandbalis,Earrings,Open Setting,Necklace Tops,Diamond,Yes
RESERNCHBREG,Chandbalis,Earrings,Ruby Emerald,Regular,Gold,Yes
RESMATCHBREG,Chandbalis,Earrings,Ruby Emerald,Regular,Gold,Yes
TMCERNCHBREG,Chandbalis,Earrings,Temple,Regular,Gold,Yes
